frame_len_mean,frame_len_std,nb_mac_src_distinct,pct_arp,pct_stp,arp_conflict_present,pct_tcp,pct_icmp,pct_icmp_unreachable,pct_icmp_no_response,nb_ip_dst_distinct,nb_paquets,tcp_win_mean,pct_retransmission,pct_zerowindow,pct_out_of_order,pct_rst,pct_syn,pct_syn_ack,nb_ports_dst_distinct,pct_dns,pct_dns_sans_reponse,pct_http
-0.6028248386115782,-0.17265708242991953,-0.5062434529971204,-0.21895445707501052,0.22834867511289142,-0.12693190237694835,-1.005548564236615,0.9139335136227673,-0.2568776793365986,-0.06314261604429465,0.1159745580654039,-0.8711410818381969,-0.7008946524369576,-0.6221213477673546,-0.2271604206659311,-0.1295709315535242,-0.08241756881220616,-0.5297808622888421,-0.38737095493838153,-0.9563989477140734,0.6126826914067701,-0.29091754420187577,-0.3868178111743454
-0.7412659980339658,-0.9183705270097942,-0.5062434529971204,-0.21895445707501052,0.05408172926149086,-0.12693190237694835,-1.005548564236615,0.9744454825254397,-0.2568776793365986,-0.06314261604429465,-0.9811447612333184,-0.8942458105423277,-0.7008946524369576,-0.6221213477673546,-0.2271604206659311,-0.1295709315535242,-0.20850166283814978,-0.5297808622888421,-0.38737095493838153,-0.9563989477140734,0.6954523708344618,-0.29091754420187577,-0.3868178111743454
-0.6095851757631876,-0.18489572629722478,-0.5062434529971204,-0.21895445707501052,0.20829004514045943,-0.12693190237694835,-1.005548564236615,0.8508864349117864,-0.2568776793365986,-0.06314261604429465,0.6645342177147651,-0.8595887174861316,-0.7008946524369576,-0.6221213477673546,-0.2271604206659311,-0.1295709315535242,-0.09693021304958377,-0.5297808622888421,-0.38737095493838153,-0.9563989477140734,0.5753684916647778,-0.29091754420187577,-0.3868178111743454
-0.7255778088385002,-0.831966129368479,-0.5062434529971204,-0.21895445707501052,0.04626884947028124,-0.12693190237694835,-1.005548564236615,0.9390267705685185,-0.2568776793365986,-0.06314261604429465,-0.43258510158395724,-0.888469628366295,-0.7008946524369576,-0.6221213477673546,-0.2271604206659311,-0.1295709315535242,-0.21415436918125777,-0.5297808622888421,-0.38737095493838153,-0.9563989477140734,0.6736514284852031,-0.29091754420187577,-0.3868178111743454
-0.5820533104723246,-0.161881850812496,-0.5062434529971204,-0.21895445707501052,0.22834867511289142,-0.12693190237694835,-1.005548564236615,0.9139335136227673,-0.2568776793365986,-0.06314261604429465,0.6645342177147651,-0.8711410818381969,-0.7008946524369576,-0.6221213477673546,-0.2271604206659311,-0.1295709315535242,-0.08241756881220616,-0.5297808622888421,-0.38737095493838153,-0.9563989477140734,0.23332166069651664,-0.29091754420187577,-0.3868178111743454
-0.7412659980339658,-0.9183705270097942,-0.5062434529971204,-0.21895445707501052,0.05408172926149086,-0.12693190237694835,-1.005548564236615,0.9744454825254397,-0.2568776793365986,-0.06314261604429465,-0.9811447612333184,-0.8942458105423277,-0.7008946524369576,-0.6221213477673546,-0.2271604206659311,-0.1295709315535242,-0.20850166283814978,-0.5297808622888421,-0.38737095493838153,-0.9563989477140734,0.6954523708344618,-0.29091754420187577,-0.3868178111743454
-0.7525698893952697,-0.9173147677707741,-0.5062434529971204,1.2560059921770679,0.24981492824128365,-0.12693190237694835,-1.005548564236615,0.9048508204346469,-0.2568776793365986,-0.06314261604429465,0.1159745580654039,-0.8826934461902624,-0.7008946524369576,-0.6221213477673546,-0.2271604206659311,-0.1295709315535242,-0.06688649340027565,-0.5297808622888421,-0.38737095493838153,-0.9563989477140734,-0.13272845665548078,-0.29091754420187577,-0.3868178111743454
-0.5939571535805098,-0.16029312769644904,-0.5062434529971204,-0.21895445707501052,0.03873010581209596,-0.12693190237694835,-1.005548564236615,0.9814049487345189,-0.2568776793365986,-0.06314261604429465,-0.43258510158395724,-0.8826934461902624,-0.7008946524369576,-0.6221213477673546,-0.2271604206659311,-0.1295709315535242,-0.21960873495092378,-0.5297808622888421,-0.38737095493838153,-0.9563989477140734,0.6526154314815341,-0.29091754420187577,-0.3868178111743454
-0.7474367433785339,-0.9119977464068577,-0.5062434529971204,-0.21895445707501052,0.22834867511289142,-0.12693190237694835,-1.005548564236615,0.8399744405195013,-0.2568776793365986,-0.06314261604429465,0.1159745580654039,-0.8711410818381969,-0.7008946524369576,-0.6221213477673546,-0.2271604206659311,-0.1295709315535242,-0.08241756881220616,-0.5297808622888421,-0.38737095493838153,-0.9563989477140734,0.6126826914067701,-0.29091754420187577,-0.3868178111743454
-0.5939571535805098,-0.16029312769644904,-0.5062434529971204,-0.21895445707501052,0.03873010581209596,-0.12693190237694835,-1.005548564236615,0.9814049487345189,-0.2568776793365986,-0.06314261604429465,-0.43258510158395724,-0.8826934461902624,-0.7008946524369576,-0.6221213477673546,-0.2271604206659311,-0.1295709315535242,-0.21960873495092378,-0.5297808622888421,-0.38737095493838153,-0.9563989477140734,0.6526154314815341,-0.29091754420187577,-0.3868178111743454
-0.7511741159822514,-0.9222113661162774,1.6317311297496468,-0.21895445707501052,0.261123043728561,-0.12693190237694835,-0.9271655845525997,0.900066187415905,-0.2568776793365986,-0.06314261604429465,0.6645342177147651,-0.888469628366295,-0.7004948914386884,-0.6221213477673546,1.2615456924046853,-0.1295709315535242,-0.05870494474577706,-0.5297808622888421,-0.38737095493838153,-0.5864323132681468,-0.1257164576542585,-0.29091754420187577,-0.3868178111743454
-0.6790730957775505,-0.42095130772050887,1.6317311297496468,0.443035665817651,-0.19396182442480486,-0.12693190237694835,-0.9709859905176793,1.035354511591515,-0.2568776793365986,-0.06314261604429465,1.7616535370134874,-0.47836069386797475,-0.7004948914386884,-0.6221213477673546,0.4292769205305552,-0.1295709315535242,-0.3879639618571508,-0.5297808622888421,-0.38737095493838153,-0.5864323132681468,-0.17292322258375506,2.1381002626256853,-0.3868178111743454
-0.7417924969136903,-0.938066972855151,-0.5062434529971204,-0.21895445707501052,-0.15205809907582393,-0.12693190237694835,-1.005548564236615,1.0888751673093389,-0.2568776793365986,-0.06314261604429465,0.6645342177147651,-0.3108514107630271,-0.7008946524369576,-0.6221213477673546,-0.2271604206659311,-0.1295709315535242,-0.35764614558324054,-0.5297808622888421,-0.38737095493838153,-0.9563989477140734,-0.23844782621238697,1.6865520805872491,-0.3868178111743454
-0.7407780643588071,-0.9299131708105149,-0.5062434529971204,0.3165407378763807,-0.2301677571550222,-0.12693190237694835,-1.005548564236615,1.0755128898929602,-0.2568776793365986,-0.06314261604429465,1.2130938773641262,-0.30507522858699443,-0.7008946524369576,-0.6221213477673546,-0.2271604206659311,-0.1295709315535242,-0.4141593611300935,-0.5297808622888421,-0.38737095493838153,-0.9563989477140734,-0.09771312406338595,1.6739567326586415,-0.3868178111743454
-0.6349884384552833,-0.29263406622357546,-0.5062434529971204,-0.21895445707501052,-0.16467890489239487,-0.12693190237694835,-1.005548564236615,1.0273374257144416,-0.2568776793365986,-0.06314261604429465,1.2130938773641262,-0.258865771178733,-0.7008946524369576,-0.6221213477673546,-0.2271604206659311,-0.1295709315535242,-0.3667774404451853,-0.5297808622888421,-0.38737095493838153,-0.9563989477140734,0.017200831079766832,3.4482977463084694,-0.3868178111743454
-0.7403150765879327,-0.9426201881234467,-0.5062434529971204,-0.21895445707501052,-0.2271819432220765,-0.12693190237694835,-1.005548564236615,1.1161203303531244,-0.2568776793365986,-0.06314261604429465,-0.43258510158395724,-0.32240377511509244,-0.7008946524369576,-0.6221213477673546,-0.2271604206659311,-0.1295709315535242,-0.4119990911900526,-0.5297808622888421,-0.38737095493838153,-0.9563989477140734,-0.23472116940054946,3.715384552773474,-0.3868178111743454
-0.7345136139711838,-0.8632524636535459,-0.5062434529971204,-0.21895445707501052,-0.15353186620939419,-0.12693190237694835,-1.005548564236615,1.0755128898929602,-0.2568776793365986,-0.06314261604429465,0.6645342177147651,-0.30507522858699443,-0.7008946524369576,-0.6221213477673546,-0.2271604206659311,-0.1295709315535242,-0.35871243266903063,-0.5297808622888421,-0.38737095493838153,-0.9563989477140734,-0.24027554961691927,3.6388310095191905,-0.3868178111743454
-0.6708467728708084,-0.4067120446147206,-0.5062434529971204,-0.21895445707501052,-0.18290895773855181,-0.12693190237694835,-1.005548564236615,1.1182454530705397,-0.2568776793365986,-0.06314261604429465,-0.43258510158395724,-0.5187939691002035,-0.7008946524369576,-0.6221213477673546,-0.2271604206659311,-0.1295709315535242,-0.37996708857910483,-0.5297808622888421,-0.38737095493838153,-0.9563989477140734,-0.3388812272914478,2.2797929680239806,-0.3868178111743454
-0.7422342886227518,-0.9360677966488324,-0.5062434529971204,-0.21895445707501052,-0.0329977464696668,-0.12693190237694835,-1.005548564236615,1.0880604575794857,-0.2568776793365986,-0.06314261604429465,-0.9811447612333184,-0.616989066092759,-0.7008946524369576,-0.6221213477673546,-0.2271604206659311,-0.1295709315535242,-0.27150464227395954,-0.5297808622888421,-0.38737095493838153,-0.9563989477140734,-0.5254004007239882,-0.29091754420187577,-0.3868178111743454
